"","cid","organism","testtype","route","dose_mg_per_kg","effect","reference","cmpdname","category","who_hazard_class"
"136",15939,"man","LDLo","oral","1690","LUNGS, THORAX, OR RESPIRATION: RESPIRATORY DEPRESSION; GASTROINTESTINAL: ULCERATION OR BLEEDING FROM STOMACH; KIDNEY, URETER, AND BLADDER: RENAL FUNCTION TESTS DEPRESSED","Journal of Toxicology, Clinical Toxicology., 26(35), 1988 [PMID:3385847]","Paraquat","Terrestrial","II"
"137",15939,"rat","LD50","oral","100","NULL","Iyakuhin Kenkyu.  Study of Medical Supplies., 10(520), 1979","Paraquat","Terrestrial","II"
"138",15939,"rat","LD50","unreported","250","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: CHANGES IN MOTOR ACTIVITY (SPECIFIC ASSAY)","Gigiena Naselennykh Mest.  Hygiene in Populated Places., 17(37), 1978","Paraquat","Terrestrial","II"
"139",15939,"mouse","LD50","oral","120","NULL","General Pharmacology., 14(541), 1983 [PMID:6642196]","Paraquat","Terrestrial","II"
"140",15939,"mouse","LD50","unreported","198","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: CHANGES IN MOTOR ACTIVITY (SPECIFIC ASSAY)","Gigiena Naselennykh Mest.  Hygiene in Populated Places., 17(37), 1978","Paraquat","Terrestrial","II"
"141",15939,"dog","LD50","oral","25","NULL","Iyakuhin Kenkyu.  Study of Medical Supplies., 10(520), 1979","Paraquat","Terrestrial","Ib"
"142",15939,"cat","LD50","oral","35","NULL","Iyakuhin Kenkyu.  Study of Medical Supplies., 10(520), 1979","Paraquat","Terrestrial","Ib"
"143",15939,"rabbit","LD50","skin","236","NULL","Pesticide Manual., 9(646), 1991","Paraquat","Terrestrial","II"
"144",15939,"guinea pig","LD50","oral","30","NULL","Iyakuhin Kenkyu.  Study of Medical Supplies., 10(520), 1979","Paraquat","Terrestrial","Ib"
"145",15939,"chicken","LD50","oral","262","NULL","Pesticide Manual., 9(646), 1991","Paraquat","Terrestrial","II"
"146",15939,"mammal (species unspecified)","LD50","oral","70","NULL","Pesticide Manual., 9(646), 1991","Paraquat","Terrestrial","II"
"147",15939,"man","LDLo","oral","343","GASTROINTESTINAL: CHANGE IN STRUCTURE OR FUNCTION OF ESOPHAGUS; GASTROINTESTINAL: ULCERATION OR BLEEDING FROM STOMACH; KIDNEY, URETER, AND BLADDER: RENAL FUNCTION TESTS DEPRESSED","Journal of Toxicology, Clinical Toxicology., 26(35), 1988 [PMID:3385847]","Paraquat","Terrestrial","II"
"148",15939,"man","LDLo","oral","200","LUNGS, THORAX, OR RESPIRATION: RESPIRATORY DEPRESSION; KIDNEY, URETER, AND BLADDER: RENAL FUNCTION TESTS DEPRESSED","Medical Journal of Australia., 158(28), 1993 [PMID:8417286]","Paraquat","Terrestrial","II"
"149",15965,"rat","LD50","oral","8200","NULL","Down to Earth., 35(25), 1979","Picloram","Terrestrial","U"
"150",16248,"rat","LD50","oral","20","NULL","Farm Chemicals Handbook., -(C199), 1991","Methiocarb","Terrestrial","Ib"
"151",16248,"rat","LD50","skin","350","NULL","Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(105), 1966","Methiocarb","Terrestrial","II"
"152",16248,"rat","LD50","unreported","100","NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(194), 1971","Methiocarb","Terrestrial","II"
"153",16248,"mouse","LD50","intraperitoneal","16","NULL","Toxicology and Applied Pharmacology., 6(402), 1964","Methiocarb","Terrestrial","Ib"
"154",16248,"mouse","LD50","subcutaneous","940","NULL","Toho Igakkai Zasshi.  Journal of Medical Society of Toho University., 17(60), 1970","Methiocarb","Terrestrial","II"
"155",16248,"guinea pig","LD50","oral","40","NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Methiocarb","Terrestrial","Ib"
"156",16248,"pigeon","LD50","oral","13","NULL","Toxicology and Applied Pharmacology., 21(315), 1972 [PMID:5027965]","Methiocarb","Terrestrial","Ib"
"157",16248,"chicken","LD50","oral","179","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD","Toxicology and Applied Pharmacology., 7(606), 1965 [PMID:5839395]","Methiocarb","Terrestrial","II"
"158",16248,"duck","LD50","oral","13","NULL","Toxicology and Applied Pharmacology., 21(315), 1972 [PMID:5027965]","Methiocarb","Aquatic","Ib"
"159",16248,"bird - wild","LD50","skin","100","NULL","Toxicology and Applied Pharmacology., 26(154), 1973 [PMID:4748134]","Methiocarb","Terrestrial","II"
"160",16562,"rat","LD50","oral","1450","NULL","Farmakologiya i Toksikologiya, 35(352), 1972 [PMID:5047307]","Fluometuron","Terrestrial","II"
"161",16562,"rat","LD50","intraperitoneal","685","NULL","Proceedings of the European Society of Toxicology., 17(351), 1976","Fluometuron","Terrestrial","II"
"162",16562,"mouse","LD50","oral","900","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: COMA; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","Ciba-Geigy Toxicology Data/Indexes., -(-), 1977","Fluometuron","Terrestrial","II"
"163",16562,"mouse","LD50","intraperitoneal","552","NULL","Proceedings of the European Society of Toxicology., 17(351), 1976","Fluometuron","Terrestrial","II"
"164",16562,"mouse","LD50","unreported","850","NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(233), 1971","Fluometuron","Terrestrial","II"
"165",16562,"rabbit","LD50","oral","2500","NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(116), 1982","Fluometuron","Terrestrial","III"
"166",16562,"guinea pig","LD50","oral","810","NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(116), 1982","Fluometuron","Terrestrial","II"
"167",16683004,"rat","LD50","oral","2630","NULL","Agricultural Chemicals, Thomson, W.T., 4 vols., Fresno, CA, Thomson Publications, 1976/77 revision, 1(17), 1977","Fenbutatin oxide","Terrestrial","III"
"168",16683004,"mouse","LD50","oral","1450","NULL","Pesticide Manual., 9(364), 1991","Fenbutatin oxide","Terrestrial","II"
"169",16683004,"dog","LD50","oral","1500","NULL","Pesticide Manual., 9(364), 1991","Fenbutatin oxide","Terrestrial","II"
"170",16686,"rat","LD50","oral","1200","NULL","Agricultural Research Service, USDA Information Memorandum., 20(13), 1966","Dienochlor","Terrestrial","II"
"171",16686,"rat","LD50","unreported","3100","NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(55), 1971","Dienochlor","Terrestrial","III"
"172",16686,"mouse","LD50","oral","16900","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 15(511), 1990","Dienochlor","Terrestrial","U"
"173",16686,"quail","LD50","oral","705","NULL","Pesticide Manual., 9(271), 1991","Dienochlor","Terrestrial","II"
"174",17110,"rat","LD50","oral","660","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA; GASTROINTESTINAL: OTHER CHANGES","Toxicology and Applied Pharmacology., 3(127), 1961 [PMID:13761521]","Dodine","Terrestrial","II"
"175",17110,"rabbit","LD50","oral","535","NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(64), 1982","Dodine","Terrestrial","II"
"176",17110,"rabbit","LD50","skin","2100","GASTROINTESTINAL: ULCERATION OR BLEEDING FROM STOMACH; BLOOD: HEMORRHAGE; SKIN AND APPENDAGES (SKIN): DERMATITIS, OTHER: AFTER SYSTEMIC EXPOSURE","Toxicology and Applied Pharmacology., 3(127), 1961 [PMID:13761521]","Dodine","Terrestrial","III"
"177",17110,"guinea pig","LD50","oral","176","NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(64), 1982","Dodine","Terrestrial","II"
"178",17110,"quail","LD50","oral","788","NULL","Pesticide Manual., 9(326), 1991","Dodine","Terrestrial","II"
"179",17110,"duck","LD50","oral","1142","NULL","Pesticide Manual., 9(326), 1991","Dodine","Aquatic","II"
"180",17110,"mouse","LD50","oral","266","NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(64), 1982","Dodine","Terrestrial","II"
"181",17432,"rat","LD50","oral","1077","NULL","Pesticide Index, Frear, E.H., ed., State College, PA, College Science Pub., 1969, 5(110), 1976","Etridiazole","Terrestrial","II"
"182",17432,"dog","LD50","oral","5000","NULL","Toxicology and Applied Pharmacology., 19(400), 1971","Etridiazole","Terrestrial","III"
"183",17432,"rabbit","LD50","oral","779","NULL","Toxicology and Applied Pharmacology., 56(164), 1980 [PMID:7466816]","Etridiazole","Terrestrial","II"
"184",17432,"rabbit","LD50","skin","1700","NULL","Farm Chemicals Handbook., -(C131), 1991","Etridiazole","Terrestrial","II"
"185",19649,"human","TDLo","oral","400","SENSE ORGANS AND SPECIAL SENSES: CHANGES IN VESTIBULAR FUNCTIONS: EAR","Revue Medicale de la Suisse Romande., 73(854), 1953 [PMID:13135116]","Streptomycin","Terrestrial","II"
"186",19649,"human","TDLo","intraperitoneal","143","VASCULAR: BP LOWERING NOT CHARACTERIZED IN AUTONOMIC SECTION; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY DEPRESSION; LUNGS, THORAX, OR RESPIRATION: OTHER CHANGES","British Medical Journal., 1(556), 1961","Streptomycin","Terrestrial","II"
"187",19649,"human","TDLo","parenteral","28","BLOOD: EOSINOPHILIA","Revue Medicale de la Suisse Romande., 73(820), 1953 [PMID:13135114]","Streptomycin","Terrestrial","Ib"
"188",19649,"rat","LDLo","subcutaneous","600","NULL","Antibiotics: Origin, Nature, and Properties, Korzyoski, T., et al., eds., Washington, DC, American Soc. for Microbiology, 1978, 1(570), 1978","Streptomycin","Terrestrial","II"
"189",19649,"rat","LDLo","intravenous","175","NULL","Antibiotics: Origin, Nature, and Properties, Korzyoski, T., et al., eds., Washington, DC, American Soc. for Microbiology, 1978, 1(570), 1978","Streptomycin","Terrestrial","II"
"190",19649,"mouse","LD50","oral","500","NULL","Yakkyoku.  Pharmacy., 38(1493), 1987","Streptomycin","Terrestrial","II"
"191",19649,"mouse","LD50","subcutaneous","520","NULL","British Journal of Pharmacology and Chemotherapy., 15(496), 1960 [PMID:13681273]","Streptomycin","Terrestrial","II"
"192",19649,"mouse","LD50","unreported","90","NULL","Arzneimittel-Forschung. Drug Research., 5(213), 1955 [PMID:14389152]","Streptomycin","Terrestrial","II"
"193",19649,"dog","LDLo","subcutaneous","300","NULL","Antibiotics: Origin, Nature, and Properties, Korzyoski, T., et al., eds., Washington, DC, American Soc. for Microbiology, 1978, 1(570), 1978","Streptomycin","Terrestrial","II"
"194",19649,"monkey","LDLo","subcutaneous","400","NULL","Antibiotics: Origin, Nature, and Properties, Korzyoski, T., et al., eds., Washington, DC, American Soc. for Microbiology, 1978, 1(570), 1978","Streptomycin","Terrestrial","II"
"195",19649,"cat","LDLo","subcutaneous","600","NULL","Antibiotics: Origin, Nature, and Properties, Korzyoski, T., et al., eds., Washington, DC, American Soc. for Microbiology, 1978, 1(570), 1978","Streptomycin","Terrestrial","II"
"196",19649,"cat","LDLo","intravenous","150","NULL","Antibiotics: Origin, Nature, and Properties, Korzyoski, T., et al., eds., Washington, DC, American Soc. for Microbiology, 1978, 1(570), 1978","Streptomycin","Terrestrial","II"
"197",19649,"rabbit","LDLo","subcutaneous","600","NULL","Antibiotics: Origin, Nature, and Properties, Korzyoski, T., et al., eds., Washington, DC, American Soc. for Microbiology, 1978, 1(570), 1978","Streptomycin","Terrestrial","II"
"198",19649,"rabbit","LDLo","intravenous","175","NULL","Naturwissenschaften., 43(183), 1956","Streptomycin","Terrestrial","II"
"199",19649,"guinea pig","LDLo","subcutaneous","600","NULL","Antibiotics: Origin, Nature, and Properties, Korzyoski, T., et al., eds., Washington, DC, American Soc. for Microbiology, 1978, 1(570), 1978","Streptomycin","Terrestrial","II"
"200",19649,"mouse","LD50","intraperitoneal","525","NULL","Strahlentherapie., 127(245), 1965 [PMID:5834417]","Streptomycin","Terrestrial","II"
"201",1982,"rat","LD50","oral","700","NULL","United States Patent Document., #3716600","Acephate","Terrestrial","II"
"202",1982,"rat","LD50","skin","2500","NULL","Fundamental and Applied Toxicology., 7(299), 1986","Acephate","Terrestrial","III"
"203",1982,"mouse","LD50","oral","233","NULL","Zhonghua Yufangyixue Zazhi.  Chinese Journal of Preventive Medicine., 14(226), 1980 [PMID:7238189]","Acephate","Terrestrial","II"
"204",1982,"dog","LDLo","oral","681","NULL","Guide to the Chemicals Used in Crop Protection., 6(1), 1973","Acephate","Terrestrial","II"
"205",1982,"chicken","LD50","oral","800","NULL","Neurotoxicology., 11(483), 1990 [PMID:2284053]","Acephate","Terrestrial","II"
"206",1982,"chicken","LD50","unreported","568","NULL","Defense des Vegetaux., 28(231), 1974","Acephate","Terrestrial","II"
"207",1982,"duck","LD50","oral","350","NULL","Pesticide Index, Frear, E.H., ed., State College, PA, College Science Pub., 1969, 5(4), 1976","Acephate","Aquatic","II"
"208",1982,"bird - wild","LD50","oral","140","NULL","Pesticide Manual., 9(4), 1991","Acephate","Terrestrial","II"
"209",1982,"mammal (species unspecified)","LD50","oral","321","NULL","Archives of Environmental Contamination and Toxicology., 13(483), 1984 [PMID:6380419]","Acephate","Terrestrial","II"
"210",1982,"bird - domestic","LD50","oral","106","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Archives of Environmental Contamination and Toxicology., 10(185), 1981 [PMID:7224670]","Acephate","Terrestrial","II"
"211",1988,"rat","LD50","oral","763","NULL","Problemi na Khigienata.  Problems in Hygiene., 15(96), 1990 [PMID:2099469]","Acetochlor","Terrestrial","II"
"212",1988,"rat","LD50","intraperitoneal","1200","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 29(12)(53), 1985","Acetochlor","Terrestrial","II"
"213",1988,"mouse","LD50","oral","1550","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 29(12)(53), 1985","Acetochlor","Terrestrial","II"
"214",1988,"rabbit","LD50","oral","600","NULL","Gigiena i Sanitariya.  For English translation, see HYSAAV., 53(5)(84), 1988","Acetochlor","Terrestrial","II"
"215",1988,"rabbit","LDLo","skin","1260","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: FOOD INTAKE (ANIMAL); LIVER: OTHER CHANGES","National Technical Information Service., OTS0536766","Acetochlor","Terrestrial","II"
"216",2078,"rat","LD50","oral","930","NULL","Toxicology and Industrial Health., 3(383), 1987 [PMID:3686540]","Alachlor","Terrestrial","II"
"217",2078,"rat","LD50","skin","1200","NULL","Yakkyoku.  Pharmacy., 38(89), 1987","Alachlor","Terrestrial","II"
"218",2078,"rat","LDLo","intraperitoneal","600","LIVER: OTHER CHANGES","Toxicologist., 48(392), 1999","Alachlor","Terrestrial","II"
"219",2078,"mouse","LD50","oral","462","NULL","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 21(12)(30), 1977","Alachlor","Terrestrial","II"
"220",2078,"rabbit","LD50","oral","1740","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 24(75), 1999","Alachlor","Terrestrial","II"
"221",2078,"rabbit","LD50","skin","3500","NULL","Guide to the Chemicals Used in Crop Protection., 6(3), 1973","Alachlor","Terrestrial","III"
"222",2078,"mammal (species unspecified)","LD50","unreported","1200","NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(126), 1971","Alachlor","Terrestrial","II"
"223",21307,"rat","LD50","oral","430","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY)","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 23(2)(55), 1979","Carboxin","Terrestrial","II"
"224",21307,"rat","LD50","skin","1050","NULL","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 23(2)(55), 1979","Carboxin","Terrestrial","II"
"225",21307,"mouse","LD50","oral","3200","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY)","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 23(2)(55), 1979","Carboxin","Terrestrial","III"
"226",21307,"mammal (species unspecified)","LD50","unreported","3200","NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(423), 1971","Carboxin","Terrestrial","III"
"227",21873022,"rabbit","LD50","oral","4500","NULL","Weeds and Weed Control., 28(1), 1987","Imazamethabenz","Terrestrial","III"
"228",21954,"rat","LD50","oral","3800","NULL","World Review of Pest Control., 9(119), 1970","Maleic hydrazide","Terrestrial","III"
"229",22188,"rat","LD50","parenteral","7500","NULL","Defense des Vegetaux., 26(5), 1972","Terbacil","Terrestrial","U"
"230",22188,"rat","LD50","oral","1700","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); LUNGS, THORAX, OR RESPIRATION: DYSPNEA; SKIN AND APPENDAGES (SKIN): HAIR: OTHER","National Technical Information Service., OTS0570807","Terbacil","Terrestrial","II"
"231",2328,"rat","LD50","oral","1100","NULL","Guide to the Chemicals Used in Crop Protection., 6(36), 1973","Bentazone","Terrestrial","II"
"232",2328,"rat","LD50","skin","2500","NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Bentazone","Terrestrial","III"
"233",2328,"rat","LD50","parenteral","1100","NULL","Defense des Vegetaux., 26(5), 1972","Bentazone","Terrestrial","II"
"234",2328,"mouse","LD50","oral","1130","NULL","Yakkyoku.  Pharmacy., 37(319), 1986","Bentazone","Terrestrial","II"
"235",2328,"dog","LD50","oral","450","NULL","Pesticide Science., 3(242a), 1972","Bentazone","Terrestrial","II"
"236",2328,"cat","LD50","oral","500","NULL","Guide to the Chemicals Used in Crop Protection., 6(36), 1973","Bentazone","Terrestrial","II"
"237",2328,"rabbit","LD50","oral","750","NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Bentazone","Terrestrial","II"
"238",2328,"quail","LD50","oral","720","NULL","Guide to the Chemicals Used in Crop Protection., 6(36), 1973","Bentazone","Terrestrial","II"
"239",23664719,"rat","LD50","oral","700","NULL","Farm Chemicals Handbook., -(C211), 1991","Monosodium methanearsonate","Terrestrial","II"
"240",23664719,"rabbit","LD50","oral","102","BEHAVIORAL: MUSCLE WEAKNESS; GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA; KIDNEY, URETER, AND BLADDER: URINE VOLUME DECREASED","Bulletin of Environmental Contamination and Toxicology., 40(119), 1988 [PMID:3345356]","Monosodium methanearsonate","Terrestrial","II"
"241",23664719,"rabbit","LD50","skin","2500","NULL","Farm Chemicals Handbook., -(C211), 1991","Monosodium methanearsonate","Terrestrial","III"
"242",23664719,"cattle","LD50","oral","230","NULL","Bulletin of Environmental Contamination and Toxicology., 40(119), 1988 [PMID:3345356]","Monosodium methanearsonate","Terrestrial","II"
