cid,CAS,organism,testtype,route,dose_mg_per_kg,effect,reference,cmpdname
4618,301-12-2,rat,LD50,intravenous,47,BEHAVIORAL: GENERAL ANESTHETIC,"Biochemical Journal., 67(187), 1957 [PMID:13471532]",Oxydemeton-methyl
4618,301-12-2,rat,LD50,unreported,65,,"Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(348), 1971",Oxydemeton-methyl
4618,301-12-2,mouse,LD50,oral,10,,"Organophosphorus Pesticides: Organic and Biological Chemistry, Eto, M., Cleveland, OH, CRC Press, Inc.,  1974, -(197), 1974",Oxydemeton-methyl
4618,301-12-2,mouse,LD50,intraperitoneal,8,,"Toxicology and Applied Pharmacology., 4(621), 1962 [PMID:13888059]",Oxydemeton-methyl
4618,301-12-2,guinea pig,LD50,oral,120,,"Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(721), 1966",Oxydemeton-methyl
4618,301-12-2,guinea pig,LD50,intraperitoneal,30,,"Toxicology and Applied Pharmacology., 4(621), 1962 [PMID:13888059]",Oxydemeton-methyl
4618,301-12-2,pigeon,LD50,oral,15,,"Toxicology and Applied Pharmacology., 20(57), 1971 [PMID:5110827]",Oxydemeton-methyl
4618,301-12-2,chicken,LD50,oral,80,BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD,"Toxicology and Applied Pharmacology., 6(147), 1964",Oxydemeton-methyl
4618,301-12-2,quail,LD50,oral,84,,"Toxicology and Applied Pharmacology., 20(57), 1971 [PMID:5110827]",Oxydemeton-methyl
4618,301-12-2,duck,LD50,oral,54,,"Toxicology and Applied Pharmacology., 20(57), 1971 [PMID:5110827]",Oxydemeton-methyl
4618,301-12-2,bird - wild,LD50,oral,42,,"Toxicology and Applied Pharmacology., 20(57), 1971 [PMID:5110827]",Oxydemeton-methyl
47326,39515-41-8,rat,LD50,skin,870,,"Pesticide Manual., 9(377), 1991",Fenpropathrin
47326,39515-41-8,rat,LD50,intraperitoneal,180,,"Japan Pesticide Information., (38)(21), 1981",Fenpropathrin
47326,39515-41-8,rat,LD50,subcutaneous,900,,"Japan Pesticide Information., (38)(21), 1981",Fenpropathrin
47326,39515-41-8,mouse,LD50,oral,58,,"Japan Pesticide Information., (38)(21), 1981",Fenpropathrin
47326,39515-41-8,mouse,LD50,skin,740,,"Japan Pesticide Information., (38)(21), 1981",Fenpropathrin
47326,39515-41-8,mouse,LD50,intraperitoneal,210,,"Japan Pesticide Information., (38)(21), 1981",Fenpropathrin
47326,39515-41-8,mouse,LD50,subcutaneous,900,,"Japan Pesticide Information., (38)(21), 1981",Fenpropathrin
47326,39515-41-8,rabbit,LD50,oral,510,,"Japan Pesticide Information., (38)(21), 1981",Fenpropathrin
47326,39515-41-8,duck,LD50,oral,1089,,"Pesticide Manual., 9(377), 1991",Fenpropathrin
47326,39515-41-8,rat,LD50,oral,74,,"JAT, Journal of Applied Toxicology., 17(353), 1997 [PMID:9418941]",Fenpropathrin
47326,39515-41-8,rat,LD50,oral,18,,"Pesticide Science., 8(579), 1977",Fenpropathrin
47491,64902-72-3,rat,LD50,oral,9366,,"Gigiena i Sanitariya.  For English translation, see HYSAAV., 52(10)(17), 1987",Chlorsulfuron
47491,64902-72-3,rat,LD50,oral,5545,,"Journal of Agricultural and Food Chemistry., 29(416), 1981",Chlorsulfuron
47491,64902-72-3,dog,LD,oral,2500,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA","National Technical Information Service., OTS0570808",Chlorsulfuron
47491,64902-72-3,rabbit,LD50,skin,3400,,"Farm Chemicals Handbook., -(C154), 1991",Chlorsulfuron
47866,66215-27-8,rat,LD50,oral,3387,,"Pesticide Manual., 9(217), 1991",Cyromazine
47866,66215-27-8,rat,LD50,skin,3100,,"Pesticide Manual., 9(217), 1991",Cyromazine
47866,66215-27-8,quail,LD50,oral,1785,,"Pesticide Manual., 9(217), 1991",Cyromazine
47866,66215-27-8,domestic animals - goat/sheep,LDLo,oral,500,PERIPHERAL NERVE AND SENSATION: FASCICULATIONS; BEHAVIORAL: ATAXIA,"National Technical Information Service., OTS0538005",Cyromazine
4790,298-02-2,rat,LD50,oral,1,,"Down to Earth., 35(25), 1979",Phorate
4790,298-02-2,rabbit,LD50,skin,99,,"Farm Chemicals Handbook., -(C236), 1991",Phorate
4790,298-02-2,guinea pig,LD50,skin,20,,"Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(895), 1966",Phorate
4790,298-02-2,quail,LD50,oral,7,"BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Ecotoxicology and Environmental Safety., 8(551), 1984 [PMID:6510327]",Phorate
4790,298-02-2,duck,LD50,skin,203,,"Toxicology and Applied Pharmacology., 47(451), 1979 [PMID:442090]",Phorate
4790,298-02-2,bird - wild,LD50,oral,1,,"Toxicology and Applied Pharmacology., 21(315), 1972 [PMID:5027965]",Phorate
4929,7287-19-6,rat,LD50,oral,2100,"AUTONOMIC NERVOUS SYSTEM: OTHER (DIRECT) PARASYMPATHOMIMETIC; LUNGS, THORAX, OR RESPIRATION: OTHER CHANGES; GASTROINTESTINAL: OTHER CHANGES","Gigiena i Sanitariya.  For English translation, see HYSAAV., 34(3)(94), 1969",Prometryn
4929,7287-19-6,rat,LD50,skin,3100,,"Pesticide Manual., 9(711), 1991",Prometryn
4929,7287-19-6,mouse,LD50,oral,2138,"BEHAVIORAL: MUSCLE WEAKNESS; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY DEPRESSION; KIDNEY, URETER, AND BLADDER: URINE VOLUME INCREASED","Gigiena i Sanitariya.  For English translation, see HYSAAV., 33(2)(12), 1968",Prometryn
4929,7287-19-6,rabbit,LD50,skin,3100,,"Farm Chemicals Handbook., -(C250), 1991",Prometryn
4929,7287-19-6,mammal (species unspecified),LD50,unreported,1800,,"Gigiena i Sanitariya.  For English translation, see HYSAAV., 44(6)(81), 1979",Prometryn
4933,709-98-8,rat,LD50,oral,367,,"Khigiena i Zdraveopazvane.  Hygiene and Sanitation., 27(451), 1984",Propanil
4933,709-98-8,rat,LD50,unreported,1300,,"Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(124), 1971",Propanil
4933,709-98-8,mouse,LD50,oral,360,,"Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 21(12)(30), 1977",Propanil
4933,709-98-8,dog,LD50,oral,1217,BRAIN AND COVERINGS: RECORDINGS FROM SPECIFIC AREAS OF CNS,"Toxicology and Applied Pharmacology., 23(650), 1972 [PMID:4674812]",Propanil
4933,709-98-8,rabbit,LD50,skin,4830,,"Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A343(1983)",Propanil
4933,709-98-8,rabbit,LD50,unreported,500,,"Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(124), 1971",Propanil
4933,709-98-8,mammal (species unspecified),LD50,oral,2527,"BEHAVIORAL: ALTERED SLEEP TIME (INCLUDING CHANGE IN RIGHTING REFLEX); BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); LUNGS, THORAX, OR RESPIRATION: DYSPNEA","National Technical Information Service., PB288-416",Propanil
4936,2312-35-8,rat,LD50,oral,1480,,"Toxicology and Applied Pharmacology., 14(515), 1969 [PMID:5787520]",Propargite
4936,2312-35-8,rat,LD50,skin,250,,"World Review of Pest Control., 9(119), 1970",Propargite
4936,2312-35-8,mouse,LD50,unreported,780,,"Tsitologiya i Genetika.  Cytology and Genetics.  For English translation, see CYGEDX., 16(1)(45), 1982",Propargite
4936,2312-35-8,rabbit,LD50,skin,10300,,"Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A589(1985)",Propargite
4937,139-40-2,rat,LD50,oral,3840,,"Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(35), 1982",Propazine
4937,139-40-2,rat,LD50,skin,3100,,"Pesticide Manual., 9(721), 1991",Propazine
4937,139-40-2,rat,LD50,subcutaneous,395,,"Farmakologiya i Toksikologiya, 42(163), 1979 [PMID:437085]",Propazine
4937,139-40-2,mouse,LD50,oral,3180,,"Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(35), 1982",Propazine
4937,139-40-2,rabbit,LD50,skin,10200,,"Ciba-Geigy Toxicology Data/Indexes., -(-), 1977",Propazine
4937,139-40-2,guinea pig,LD50,oral,1200,,"Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(35), 1982",Propazine
50367,69327-76-0,rat,LD50,oral,2198,,"Pesticide Manual., 9(105), 1991",Buprofezin
50465,69377-81-7,rat,LD50,oral,2405,,"Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A791(1986)",Fluroxypyr
50465,69377-81-7,rat,LD50,intraperitoneal,458,,"Proceedings of the British Crop Protection Conference - Weeds., -(939), 1985",Fluroxypyr
5125,78-48-8,rat,LD50,skin,168,,"World Review of Pest Control., 9(119), 1970",Tribufos
5125,78-48-8,rat,LD50,intraperitoneal,210,BEHAVIORAL: REGIDITY; BEHAVIORAL: IRRITABILITY; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS,"AMA Archives of Industrial Health., 20(161), 1959",Tribufos
5125,78-48-8,mouse,LD50,oral,77,,"Prehled Prumyslove Toxikologie; Organicke Latky, Marhold, J., Prague, Czechoslovakia, Avicenum, 1986, -(1188), 1986",Tribufos
5125,78-48-8,mouse,LD50,intraperitoneal,285,,"Biochemical Pharmacology., 12(73), 1963 [PMID:14019076]",Tribufos
5125,78-48-8,rabbit,LD50,oral,242,"SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; KIDNEY, URETER, AND BLADDER: INCONTINENCE","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 11(4)(11), 1967",Tribufos
5125,78-48-8,rabbit,LD50,skin,97,,"Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(44), 1982",Tribufos
5125,78-48-8,guinea pig,LD50,oral,140,,"Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(44), 1982",Tribufos
5125,78-48-8,guinea pig,LD50,intraperitoneal,150,BEHAVIORAL: REGIDITY; BEHAVIORAL: IRRITABILITY; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS,"AMA Archives of Industrial Health., 20(161), 1959",Tribufos
5125,78-48-8,mammal (species unspecified),LD50,unreported,170,,"Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(376), 1971",Tribufos
5125,78-48-8,rat,LD50,oral,150,,"Toxicology and Applied Pharmacology., 14(515), 1969 [PMID:5787520]",Tribufos
51556,72178-02-0,rat,LD50,oral,1250,,"Pesticide Manual., 9(433), 1991",Fomesafen
51605,72490-01-8,rat,LD50,oral,16800,,"Farm Chemicals Handbook., -(C137), 1991",Fenoxycarb
516902,7775-09-09,women,TDLo,oral,800,"LUNGS, THORAX, OR RESPIRATION: OTHER CHANGES; BLOOD: OTHER HEMOLYSIS WITH OR WITHOUT ANEMIA; BLOOD: METHEMOGLOBINEMIA-CARBOXYHEMOGLOBIN","Toxicology of Drugs and Chemicals, Deichmann, W.B., New York, Academic Press, Inc., 1969, -(539), 1969",Sodium chlorate
516902,7775-09-09,man,TDLo,oral,286,"LUNGS, THORAX, OR RESPIRATION: CYANOSIS; BLOOD: CHANGES IN CELL COUNT (UNSPECIFIED); BLOOD: METHEMOGLOBINEMIA-CARBOXYHEMOGLOBIN","Clinical Toxicology., 15(185), 1979 [PMID:509884]",Sodium chlorate
516902,7775-09-09,human,LDLo,unreported,214,,"Guide to the Chemicals Used in Crop Protection., 6(461), 1973",Sodium chlorate
516902,7775-09-09,child,LD50,unreported,185,,"Guide to the Chemicals Used in Crop Protection., 6(461), 1973",Sodium chlorate
516902,7775-09-09,rat,LD50,oral,1200,,"Pharmaceutical Journal., 185(361), 1960",Sodium chlorate
516902,7775-09-09,mouse,LD50,oral,8350,,"Uzbekskii Biologicheskii Zhurnal.  Uzbek Biological Journal., (1)(40), 1986",Sodium chlorate
516902,7775-09-09,mouse,LD50,intraperitoneal,596,,"Comptes Rendus Hebdomadaires des Seances, Academie des Sciences., 257(791), 1963",Sodium chlorate
516902,7775-09-09,dog,LDLo,oral,700,,"Abdernalden's Handbuch der Biologischen Arbeitsmethoden., 4(1289), 1935",Sodium chlorate
516902,7775-09-09,cat,LDLo,oral,1350,,"Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(1013), 1966",Sodium chlorate
516902,7775-09-09,rabbit,LD50,oral,7200,,"Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 31(1)(49), 1987",Sodium chlorate
516902,7775-09-09,rat,LD50,oral,4330,,"Farm Chemicals Handbook., -(C244), 1991",Sodium chlorate
5216,122-34-9,rat,LD50,oral,971,,"Fundamental and Applied Toxicology., 7(299), 1986",Simazine
5216,122-34-9,mouse,LD50,intravenous,100,,"U.S. Army Armament Research & Development Command, Chemical Systems Laboratory, NIOSH Exchange Chemicals., NX#04003",Simazine
5216,122-34-9,rat,LD50,unreported,1390,,"Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 7(5)(54), 1963",Simazine
5216,122-34-9,rabbit,LD50,skin,10200,,"Yakkyoku.  Pharmacy., 37(427), 1986",Simazine
5216,122-34-9,mammal (species unspecified),LD50,oral,2014,BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY); SKIN AND APPENDAGES (SKIN): HAIR: OTHER,"National Technical Information Service., PB288-416",Simazine
5216,122-34-9,mammal (species unspecified),LD50,unreported,1400,,"Gigiena i Sanitariya.  For English translation, see HYSAAV., 44(6)(81), 1979",Simazine
5281875,67485-29-4,rat,LD50,oral,1131,,"Farm Chemicals Handbook., -(C167), 1991",Hydramethylnon
5281875,67485-29-4,quail,LD50,oral,1828,,"Farm Chemicals Handbook., -(C167), 1991",Hydramethylnon
5281875,67485-29-4,duck,LD50,oral,2510,,"Pesticide Manual., 9(475), 1991",Hydramethylnon
5284484,9006-42-2,mammal (species unspecified),LD50,unreported,3290,,"Gigiena i Sanitariya.  For English translation, see HYSAAV., 45(5)(29), 1980",Zineb
5284484,9006-42-2,rat,LD50,oral,2850,,"Vrachebnoe Delo.  Medical Practice., (9)(130), 1975 [PMID:54994]",Zineb
5284484,9006-42-2,rat,LD50,unreported,3250,,"Environmental Quality and Safety, Supplement., 3(618), 1975 [PMID:1063688]",Zineb
5284484,9006-42-2,mouse,LD50,oral,2630,,"Veterinariya.  Veterinary Science., 56(6)(59), 1980",Zineb
5284484,9006-42-2,rabbit,LD50,oral,620,,"Veterinariya.  Veterinary Science., 56(6)(59), 1980",Zineb
5284484,9006-42-2,guinea pig,LD50,oral,2400,,"Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(923), 1966",Zineb
5284484,9006-42-2,guinea pig,LD50,unreported,3750,,"Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 32(2)(33), 1988",Zineb
5284484,9006-42-2,chicken,LD50,oral,7660,,"Veterinariya.  Veterinary Science., 56(6)(59), 1980",Zineb
5353758,16752-77-5,rat,LD50,skin,1600,,"World Review of Pest Control., 9(119), 1970",Methomyl
5353758,16752-77-5,mouse,LD50,oral,10,,"Journal of Agricultural and Food Chemistry., 26(550), 1978 [PMID:659709]",Methomyl
5353758,16752-77-5,dog,LD50,oral,20,,"Documentation of the Threshold Limit Values and Biological Exposure Indices, 5th ed., Cincinnati, OH, American Conference of Governmental Industrial Hygienists, Inc., 1986, 6(906), 1991",Methomyl
5353758,16752-77-5,monkey,LDLo,oral,40,,"Toxicology and Applied Pharmacology., 40(1), 1977 [PMID:867425]",Methomyl
5353758,16752-77-5,rabbit,LD50,skin,5880,,"Farm Chemicals Handbook., -(C199), 1991",Methomyl
5353758,16752-77-5,guinea pig,LDLo,oral,15,,"Toxicology and Applied Pharmacology., 40(1), 1977 [PMID:867425]",Methomyl
5353758,16752-77-5,pigeon,LD50,oral,10,,"ASTM Special Technical Publication., (680)(157), 1979",Methomyl
5353758,16752-77-5,chicken,LD50,oral,28,"BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: DYSPNEA; SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE","Toxicology and Applied Pharmacology., 40(1), 1977 [PMID:867425]",Methomyl
5353758,16752-77-5,duck,LD50,oral,15,,Shell Chemical Company.,Methomyl
5353758,16752-77-5,bird - wild,LD50,oral,10,,"Toxicology and Applied Pharmacology., 21(315), 1972 [PMID:5027965]",Methomyl
5353758,16752-77-5,rat,LD50,subcutaneous,9,,"Toxicology and Applied Pharmacology., 25(569), 1973 [PMID:4741778]",Methomyl
5364079,57966-95-7,rat,LD50,oral,1100,,"Farm Chemicals Handbook., -(C90), 1991",Cymoxanil
5364079,57966-95-7,rat,LD50,intraperitoneal,166,"SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; SENSE ORGANS AND SPECIAL SENSES: OTHER: EYE; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","National Technical Information Service., OTS0555067",Cymoxanil
5364079,57966-95-7,dog,LDLo,oral,1500,"BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA","National Technical Information Service., OTS0570815",Cymoxanil
5364079,57966-95-7,guinea pig,LD50,oral,1096,,"Pesticide Manual., 9(206), 1991",Cymoxanil
5371560,141-66-2,rat,LD50,oral,13,,"Agricultural Research Service, USDA Information Memorandum., 20(6), 1966",Dicrotophos
5371560,141-66-2,rat,LD50,skin,42,,"World Review of Pest Control., 9(119), 1970",Dicrotophos
5371560,141-66-2,rat,LD50,unreported,22,,"Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(314), 1971",Dicrotophos
5371560,141-66-2,mouse,LD50,oral,11,,"Guide to the Chemicals Used in Crop Protection., 6(196), 1973",Dicrotophos
5371560,141-66-2,rabbit,LD50,skin,168,,"Guide to the Chemicals Used in Crop Protection., 6(196), 1973",Dicrotophos
5371560,141-66-2,pigeon,LD50,oral,2,,"Toxicology and Applied Pharmacology., 20(57), 1971 [PMID:5110827]",Dicrotophos
5371560,141-66-2,quail,LD50,oral,4,,"Toxicology and Applied Pharmacology., 20(57), 1971 [PMID:5110827]",Dicrotophos
5371560,141-66-2,bird - wild,LD50,oral,1,,"ASTM Special Technical Publication., (680)(157), 1979",Dicrotophos
5383,34014-18-1,rat,LD50,oral,644,BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: FOOD INTAKE (ANIMAL); BEHAVIORAL: ATAXIA,"Food and Cosmetics Toxicology., 12(461), 1974 [PMID:4459242]",Tebuthiuron
5383,34014-18-1,rat,LD50,intraperitoneal,480,"BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 17(S35), 1992",Tebuthiuron
5383,34014-18-1,rat,LD50,subcutaneous,500,"BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 17(S35), 1992",Tebuthiuron
5383,34014-18-1,mouse,LD50,oral,579,BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: FOOD INTAKE (ANIMAL); BEHAVIORAL: ATAXIA,"Food and Cosmetics Toxicology., 12(461), 1974 [PMID:4459242]",Tebuthiuron
5383,34014-18-1,mouse,LD50,intraperitoneal,505,"BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 17(S35), 1992",Tebuthiuron
5383,34014-18-1,mouse,LD50,subcutaneous,545,"BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 17(S35), 1992",Tebuthiuron
5383,34014-18-1,dog,LD50,oral,500,,"Pesticide Manual., 9(787), 1991",Tebuthiuron
5383,34014-18-1,cat,LD50,oral,200,,"Pesticide Manual., 9(787), 1991",Tebuthiuron
5383,34014-18-1,rabbit,LD50,oral,286,BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: FOOD INTAKE (ANIMAL); BEHAVIORAL: ATAXIA,"Food and Cosmetics Toxicology., 12(461), 1974 [PMID:4459242]",Tebuthiuron
5383,34014-18-1,chicken,LD50,oral,500,,"Pesticide Manual., 9(787), 1991",Tebuthiuron
5383,34014-18-1,quail,LD50,oral,500,,"Pesticide Manual., 9(787), 1991",Tebuthiuron
5383,34014-18-1,duck,LD50,oral,500,,"Pesticide Manual., 9(787), 1991",Tebuthiuron
5430,148-79-8,rat,LD50,oral,2080,BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: ATAXIA,"Science Reports of the Research Institutes, Tohoku University, Series C: Medicine., 36(1-4)(10), 1989",Thiabendazole
5430,148-79-8,mouse,LD50,oral,1300,,"Gigiena i Sanitariya.  For English translation, see HYSAAV., 55(10)(28), 1990",Thiabendazole
5430,148-79-8,rabbit,LD50,oral,3850,,"Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976",Thiabendazole
5430,148-79-8,domestic animals - goat/sheep,LD50,oral,400,,"Veterinarno-Meditsinski Nauki.  Veterinary Science., 19(3)(99), 1982",Thiabendazole
5455,137-26-8,rat,LD50,oral,560,,"Toxicology and Applied Pharmacology., 11(546), 1967 [PMID:5586363]",Thiram
5455,137-26-8,rat,LD50,intraperitoneal,138,BEHAVIORAL: CHANGES IN MOTOR ACTIVITY (SPECIFIC ASSAY),"Journal de Pharmacologie., 9(35), 1978",Thiram
5455,137-26-8,rat,LD50,subcutaneous,646,,"Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 15(507), 1990",Thiram
5455,137-26-8,rat,LD50,unreported,740,,"Kobunshi Kako.  Polymer Applications., 26(358), 1977",Thiram
5455,137-26-8,mouse,LD50,oral,1250,BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); SKIN AND APPENDAGES (SKIN): HAIR: OTHER,"Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 6(7)(28), 1962",Thiram
5455,137-26-8,mouse,LD50,intraperitoneal,70,,"Drugs in Japan, 6(566), 1982",Thiram
5455,137-26-8,mouse,LD50,subcutaneous,1109,,"Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 15(507), 1990",Thiram
5455,137-26-8,mouse,LD50,unreported,1150,,"Kobunshi Kako.  Polymer Applications., 26(358), 1977",Thiram
5455,137-26-8,cat,LDLo,oral,230,BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: ATAXIA; BEHAVIORAL: ANALGESIA,"Journal of Pharmacology and Experimental Therapeutics., 17(349), 1921",Thiram
5455,137-26-8,rabbit,LD50,oral,210,,"Kobunshi Kako.  Polymer Applications., 26(358), 1977",Thiram
5455,137-26-8,rabbit,LD50,unreported,210,,"Veterinariya.  Veterinary Science., 54(2)(70), 1978",Thiram
5455,137-26-8,chicken,LD50,unreported,840,,"Veterinariya.  Veterinary Science., 54(2)(70), 1978",Thiram
5455,137-26-8,domestic animals - goat/sheep,LD50,unreported,225,,"Veterinariya.  Veterinary Science., 54(2)(70), 1978",Thiram
5455,137-26-8,mammal (species unspecified),LD50,unreported,400,,"Gigiena i Sanitariya.  For English translation, see HYSAAV., 45(5)(29), 1980",Thiram
5455,137-26-8,bird - wild,LD50,oral,300,,"Archives of Environmental Contamination and Toxicology., 12(355), 1983 [PMID:6882015]",Thiram
54675779,2058-46-0,women,TDLo,oral,24,BLOOD: THROMBOCYTOPENIA,"American Journal of Hematology., 43(333), 1993 [PMID:8372829]",Oxytetracycline
54675779,2058-46-0,man,TDLo,oral,114,"BLOOD: HEMORRHAGE; SKIN AND APPENDAGES (SKIN): DERMATITIS, OTHER: AFTER SYSTEMIC EXPOSURE","JAMA, Journal of the American Medical Association., 231(734), 1975 [PMID:1172865]",Oxytetracycline
54675779,2058-46-0,infant,TDLo,parenteral,136,MUSCULOSKELETAL: CHANGES IN TEETH AND SUPPORTING STRUCTURES,"Lancet., 1(827), 1962 [PMID:14004715]",Oxytetracycline
54675779,2058-46-0,rat,LD50,oral,4800,,"Antibiotics: Origin, Nature, and Properties, Korzyoski, T., et al., eds., Washington, DC, American Soc. for Microbiology, 1978, 1(501), 1978",Oxytetracycline
54675779,2058-46-0,rat,LD50,intravenous,260,,"Antibiotics: Origin, Nature, and Properties, Korzyoski, T., et al., eds., Washington, DC, American Soc. for Microbiology, 1978, 1(501), 1978",Oxytetracycline
54675779,2058-46-0,mouse,LD50,oral,2240,,"Arzneimittel-Forschung. Drug Research., 5(1), 1955 [PMID:14351064]",Oxytetracycline
54675779,2058-46-0,mouse,LD50,intraperitoneal,5706,,"Antibiotiki., 20(793), 1975",Oxytetracycline
54675779,2058-46-0,mouse,LD50,subcutaneous,700,,"CRC Handbook of Antibiotic Compounds, Vols.1- ,  Berdy, J., Boca Raton, FL, CRC Press, 1980, 3(44), 1980",Oxytetracycline
54675779,2058-46-0,mouse,LD50,intravenous,140,,"Arzneimittel-Forschung. Drug Research., 5(1), 1955 [PMID:14351064]",Oxytetracycline
54675779,2058-46-0,dog,LDLo,intravenous,220,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: FOOD INTAKE (ANIMAL); LUNGS, THORAX, OR RESPIRATION: OTHER CHANGES","Antibiotics and Chemotherapy, 3(1015), 1953",Oxytetracycline
54675779,2058-46-0,guinea pig,LDLo,intraperitoneal,2250,,"Antibiotiki., 20(793), 1975",Oxytetracycline
54738,81334-34-1,quail,LD50,oral,2150,,"Pesticide Manual., 9(487), 1991",Imazapyr
