"cid","organism","testtype","route","dose","effect","reference","cmpdname","...9"
"15939","dog","LD50","oral","25 mg/kg","NULL","Iyakuhin Kenkyu.  Study of Medical Supplies., 10(520), 1979","Paraquat",NA
"15939","cat","LD50","oral","35 mg/kg","NULL","Iyakuhin Kenkyu.  Study of Medical Supplies., 10(520), 1979","Paraquat",NA
"15939","rabbit","LD50","skin","236 mg/kg","NULL","Pesticide Manual., 9(646), 1991","Paraquat",NA
"15939","guinea pig","LD50","oral","30 mg/kg","NULL","Iyakuhin Kenkyu.  Study of Medical Supplies., 10(520), 1979","Paraquat",NA
"15939","chicken","LD50","oral","262 mg/kg","NULL","Pesticide Manual., 9(646), 1991","Paraquat",NA
"15939","mammal (species unspecified)","LD50","oral","70 mg/kg","NULL","Pesticide Manual., 9(646), 1991","Paraquat",NA
"15939","man","LDLo","oral","343 mg/kg","GASTROINTESTINAL: CHANGE IN STRUCTURE OR FUNCTION OF ESOPHAGUS; GASTROINTESTINAL: ULCERATION OR BLEEDING FROM STOMACH; KIDNEY, URETER, AND BLADDER: RENAL FUNCTION TESTS DEPRESSED","Journal of Toxicology, Clinical Toxicology., 26(35), 1988 [PMID:3385847]","Paraquat",NA
"15939","man","LDLo","oral","200 mg/kg","LUNGS, THORAX, OR RESPIRATION: RESPIRATORY DEPRESSION; KIDNEY, URETER, AND BLADDER: RENAL FUNCTION TESTS DEPRESSED","Medical Journal of Australia., 158(28), 1993 [PMID:8417286]","Paraquat",NA
"15965","rat","LD50","oral","8200 mg/kg","NULL","Down to Earth., 35(25), 1979","Picloram",NA
"16248","rat","LD50","oral","20 mg/kg","NULL","Farm Chemicals Handbook., -(C199), 1991","Methiocarb",NA
"16248","rat","LD50","skin","350 mg/kg","NULL","Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(105), 1966","Methiocarb",NA
"16248","rat","LD50","unreported","100 mg/kg","NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(194), 1971","Methiocarb",NA
"16248","mouse","LD50","intraperitoneal","16 mg/kg","NULL","Toxicology and Applied Pharmacology., 6(402), 1964","Methiocarb",NA
"16248","mouse","LD50","subcutaneous","940 mg/kg","NULL","Toho Igakkai Zasshi.  Journal of Medical Society of Toho University., 17(60), 1970","Methiocarb",NA
"16248","guinea pig","LD50","oral","40 mg/kg","NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Methiocarb",NA
"16248","pigeon","LD50","oral","13 mg/kg","NULL","Toxicology and Applied Pharmacology., 21(315), 1972 [PMID:5027965]","Methiocarb",NA
"16248","chicken","LD50","oral","179 mg/kg","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD","Toxicology and Applied Pharmacology., 7(606), 1965 [PMID:5839395]","Methiocarb",NA
"16248","duck","LD50","oral","13 mg/kg","NULL","Toxicology and Applied Pharmacology., 21(315), 1972 [PMID:5027965]","Methiocarb",NA
"16248","bird - wild","LD50","skin","100 mg/kg","NULL","Toxicology and Applied Pharmacology., 26(154), 1973 [PMID:4748134]","Methiocarb",NA
"16562","rat","LD50","oral","1450 mg/kg","NULL","Farmakologiya i Toksikologiya, 35(352), 1972 [PMID:5047307]","Fluometuron",NA
"16562","rat","LD50","intraperitoneal","685 mg/kg","NULL","Proceedings of the European Society of Toxicology., 17(351), 1976","Fluometuron",NA
"16562","mouse","LD50","oral","900 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: COMA; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","Ciba-Geigy Toxicology Data/Indexes., -(-), 1977","Fluometuron",NA
"16562","mouse","LD50","intraperitoneal","552 mg/kg","NULL","Proceedings of the European Society of Toxicology., 17(351), 1976","Fluometuron",NA
"16562","mouse","LD50","unreported","850 mg/kg","NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(233), 1971","Fluometuron",NA
"16562","rabbit","LD50","oral","2500 mg/kg","NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(116), 1982","Fluometuron",NA
"16562","guinea pig","LD50","oral","810 mg/kg","NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(116), 1982","Fluometuron",NA
"16683004","rat","LD50","oral","2630 mg/kg","NULL","Agricultural Chemicals, Thomson, W.T., 4 vols., Fresno, CA, Thomson Publications, 1976/77 revision, 1(17), 1977","Fenbutatin oxide",NA
"16683004","mouse","LD50","oral","1450 mg/kg","NULL","Pesticide Manual., 9(364), 1991","Fenbutatin oxide",NA
"16683004","dog","LD50","oral","1500 mg/kg","NULL","Pesticide Manual., 9(364), 1991","Fenbutatin oxide",NA
"16686","rat","LD50","oral","1200 mg/kg","NULL","Agricultural Research Service, USDA Information Memorandum., 20(13), 1966","Dienochlor",NA
"16686","rat","LD50","unreported","3100 mg/kg","NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(55), 1971","Dienochlor",NA
"16686","mouse","LD50","oral","16900 mg/kg","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 15(511), 1990","Dienochlor",NA
"16686","quail","LD50","oral","705 mg/kg","NULL","Pesticide Manual., 9(271), 1991","Dienochlor",NA
"17110","rat","LD50","oral","660 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA; GASTROINTESTINAL: OTHER CHANGES","Toxicology and Applied Pharmacology., 3(127), 1961 [PMID:13761521]","Dodine",NA
"17110","rabbit","LD50","oral","535 mg/kg","NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(64), 1982","Dodine",NA
"17110","rabbit","LD50","skin","2100 mg/kg","GASTROINTESTINAL: ULCERATION OR BLEEDING FROM STOMACH; BLOOD: HEMORRHAGE; SKIN AND APPENDAGES (SKIN): DERMATITIS, OTHER: AFTER SYSTEMIC EXPOSURE","Toxicology and Applied Pharmacology., 3(127), 1961 [PMID:13761521]","Dodine",NA
"17110","guinea pig","LD50","oral","176 mg/kg","NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(64), 1982","Dodine",NA
"17110","quail","LD50","oral","788 mg/kg","NULL","Pesticide Manual., 9(326), 1991","Dodine",NA
"17110","duck","LD50","oral","1142 mg/kg","NULL","Pesticide Manual., 9(326), 1991","Dodine",NA
"17110","mouse","LD50","oral","266 mg/kg","NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(64), 1982","Dodine",NA
"17432","rat","LD50","oral","1077 mg/kg","NULL","Pesticide Index, Frear, E.H., ed., State College, PA, College Science Pub., 1969, 5(110), 1976","Etridiazole",NA
"17432","dog","LD50","oral","5000 mg/kg","NULL","Toxicology and Applied Pharmacology., 19(400), 1971","Etridiazole",NA
"17432","rabbit","LD50","oral","779 mg/kg","NULL","Toxicology and Applied Pharmacology., 56(164), 1980 [PMID:7466816]","Etridiazole",NA
"17432","rabbit","LD50","skin","1700 mg/kg","NULL","Farm Chemicals Handbook., -(C131), 1991","Etridiazole",NA
"19649","human","TDLo","oral","400 mg/kg/28D-","SENSE ORGANS AND SPECIAL SENSES: CHANGES IN VESTIBULAR FUNCTIONS: EAR","Revue Medicale de la Suisse Romande., 73(854), 1953 [PMID:13135116]","Streptomycin",NA
"19649","human","TDLo","intraperitoneal","143 mg/kg","VASCULAR: BP LOWERING NOT CHARACTERIZED IN AUTONOMIC SECTION; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY DEPRESSION; LUNGS, THORAX, OR RESPIRATION: OTHER CHANGES","British Medical Journal., 1(556), 1961","Streptomycin",NA
"19649","human","TDLo","parenteral","28 mg/kg/D","BLOOD: EOSINOPHILIA","Revue Medicale de la Suisse Romande., 73(820), 1953 [PMID:13135114]","Streptomycin",NA
"19649","rat","LDLo","subcutaneous","600 mg/kg","NULL","Antibiotics: Origin, Nature, and Properties, Korzyoski, T., et al., eds., Washington, DC, American Soc. for Microbiology, 1978, 1(570), 1978","Streptomycin",NA
"19649","rat","LDLo","intravenous","175 mg/kg","NULL","Antibiotics: Origin, Nature, and Properties, Korzyoski, T., et al., eds., Washington, DC, American Soc. for Microbiology, 1978, 1(570), 1978","Streptomycin",NA
"19649","mouse","LD50","oral","500 mg/kg","NULL","Yakkyoku.  Pharmacy., 38(1493), 1987","Streptomycin",NA
"19649","mouse","LD50","subcutaneous","520 mg/kg","NULL","British Journal of Pharmacology and Chemotherapy., 15(496), 1960 [PMID:13681273]","Streptomycin",NA
"19649","mouse","LD50","unreported","90 mg/kg","NULL","Arzneimittel-Forschung. Drug Research., 5(213), 1955 [PMID:14389152]","Streptomycin",NA
"19649","dog","LDLo","subcutaneous","300 mg/kg","NULL","Antibiotics: Origin, Nature, and Properties, Korzyoski, T., et al., eds., Washington, DC, American Soc. for Microbiology, 1978, 1(570), 1978","Streptomycin",NA
"19649","monkey","LDLo","subcutaneous","400 mg/kg","NULL","Antibiotics: Origin, Nature, and Properties, Korzyoski, T., et al., eds., Washington, DC, American Soc. for Microbiology, 1978, 1(570), 1978","Streptomycin",NA
"19649","cat","LDLo","subcutaneous","600 mg/kg","NULL","Antibiotics: Origin, Nature, and Properties, Korzyoski, T., et al., eds., Washington, DC, American Soc. for Microbiology, 1978, 1(570), 1978","Streptomycin",NA
"19649","cat","LDLo","intravenous","150 mg/kg","NULL","Antibiotics: Origin, Nature, and Properties, Korzyoski, T., et al., eds., Washington, DC, American Soc. for Microbiology, 1978, 1(570), 1978","Streptomycin",NA
"19649","rabbit","LDLo","subcutaneous","600 mg/kg","NULL","Antibiotics: Origin, Nature, and Properties, Korzyoski, T., et al., eds., Washington, DC, American Soc. for Microbiology, 1978, 1(570), 1978","Streptomycin",NA
"19649","rabbit","LDLo","intravenous","175 mg/kg","NULL","Naturwissenschaften., 43(183), 1956","Streptomycin",NA
"19649","guinea pig","LDLo","subcutaneous","600 mg/kg","NULL","Antibiotics: Origin, Nature, and Properties, Korzyoski, T., et al., eds., Washington, DC, American Soc. for Microbiology, 1978, 1(570), 1978","Streptomycin",NA
"19649","mouse","LD50","intraperitoneal","525 mg/kg","NULL","Strahlentherapie., 127(245), 1965 [PMID:5834417]","Streptomycin",NA
"1982","rat","LD50","oral","700 mg/kg","NULL","United States Patent Document., #3716600","Acephate",NA
"1982","rat","LD50","skin","2500 mg/kg","NULL","Fundamental and Applied Toxicology., 7(299), 1986","Acephate",NA
"1982","mouse","LD50","oral","233 mg/kg","NULL","Zhonghua Yufangyixue Zazhi.  Chinese Journal of Preventive Medicine., 14(226), 1980 [PMID:7238189]","Acephate",NA
"1982","dog","LDLo","oral","681 mg/kg","NULL","Guide to the Chemicals Used in Crop Protection., 6(1), 1973","Acephate",NA
"1982","chicken","LD50","oral","800 mg/kg","NULL","Neurotoxicology., 11(483), 1990 [PMID:2284053]","Acephate",NA
"1982","chicken","LD50","unreported","568 mg/kg","NULL","Defense des Vegetaux., 28(231), 1974","Acephate",NA
"1982","duck","LD50","oral","350 mg/kg","NULL","Pesticide Index, Frear, E.H., ed., State College, PA, College Science Pub., 1969, 5(4), 1976","Acephate",NA
"1982","bird - wild","LD50","oral","140 mg/kg","NULL","Pesticide Manual., 9(4), 1991","Acephate",NA
"1982","mammal (species unspecified)","LD50","oral","321 mg/kg","NULL","Archives of Environmental Contamination and Toxicology., 13(483), 1984 [PMID:6380419]","Acephate",NA
"1982","bird - domestic","LD50","oral","106 mg/kg","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Archives of Environmental Contamination and Toxicology., 10(185), 1981 [PMID:7224670]","Acephate",NA
"1988","rat","LD50","oral","763 mg/kg","NULL","Problemi na Khigienata.  Problems in Hygiene., 15(96), 1990 [PMID:2099469]","Acetochlor",NA
"1988","rat","LD50","intraperitoneal","1200 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 29(12)(53), 1985","Acetochlor",NA
"1988","mouse","LD50","oral","1550 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 29(12)(53), 1985","Acetochlor",NA
"1988","rabbit","LD50","oral","600 mg/kg","NULL","Gigiena i Sanitariya.  For English translation, see HYSAAV., 53(5)(84), 1988","Acetochlor",NA
"1988","rabbit","LDLo","skin","1260 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: FOOD INTAKE (ANIMAL); LIVER: OTHER CHANGES","National Technical Information Service., OTS0536766","Acetochlor",NA
"2078","rat","LD50","oral","930 mg/kg","NULL","Toxicology and Industrial Health., 3(383), 1987 [PMID:3686540]","Alachlor",NA
"2078","rat","LD50","skin","1200 mg/kg","NULL","Yakkyoku.  Pharmacy., 38(89), 1987","Alachlor",NA
"2078","rat","LDLo","intraperitoneal","600 mg/kg","LIVER: OTHER CHANGES","Toxicologist., 48(392), 1999","Alachlor",NA
"2078","mouse","LD50","oral","462 mg/kg","NULL","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 21(12)(30), 1977","Alachlor",NA
"2078","rabbit","LD50","oral","1740 mg/kg","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 24(75), 1999","Alachlor",NA
"2078","rabbit","LD50","skin","3500 mg/kg","NULL","Guide to the Chemicals Used in Crop Protection., 6(3), 1973","Alachlor",NA
"2078","mammal (species unspecified)","LD50","unreported","1200 mg/kg","NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(126), 1971","Alachlor",NA
"21307","rat","LD50","oral","430 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY)","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 23(2)(55), 1979","Carboxin",NA
"21307","rat","LD50","skin","1050 mg/kg","NULL","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 23(2)(55), 1979","Carboxin",NA
"21307","mouse","LD50","oral","3200 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY)","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 23(2)(55), 1979","Carboxin",NA
"21307","mammal (species unspecified)","LD50","unreported","3200 mg/kg","NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(423), 1971","Carboxin",NA
"21873022","rabbit","LD50","oral","4500 mg/kg","NULL","Weeds and Weed Control., 28(1), 1987","Imazamethabenz",NA
"21954","rat","LD50","oral","3800 mg/kg","NULL","World Review of Pest Control., 9(119), 1970","Maleic hydrazide",NA
"22188","rat","LD50","parenteral","7500 mg/kg","NULL","Defense des Vegetaux., 26(5), 1972","Terbacil",NA
"22188","rat","LD50","oral","1700 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); LUNGS, THORAX, OR RESPIRATION: DYSPNEA; SKIN AND APPENDAGES (SKIN): HAIR: OTHER","National Technical Information Service., OTS0570807","Terbacil",NA
"2328","rat","LD50","oral","1100 mg/kg","NULL","Guide to the Chemicals Used in Crop Protection., 6(36), 1973","Bentazone",NA
"2328","rat","LD50","skin","2500 mg/kg","NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Bentazone",NA
"2328","rat","LD50","parenteral","1100 mg/kg","NULL","Defense des Vegetaux., 26(5), 1972","Bentazone",NA
"2328","mouse","LD50","oral","1130 mg/kg","NULL","Yakkyoku.  Pharmacy., 37(319), 1986","Bentazone",NA
"2328","dog","LD50","oral","450 mg/kg","NULL","Pesticide Science., 3(242a), 1972","Bentazone",NA
"2328","cat","LD50","oral","500 mg/kg","NULL","Guide to the Chemicals Used in Crop Protection., 6(36), 1973","Bentazone",NA
"2328","rabbit","LD50","oral","750 mg/kg","NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Bentazone",NA
"2328","quail","LD50","oral","720 mg/kg","NULL","Guide to the Chemicals Used in Crop Protection., 6(36), 1973","Bentazone",NA
"23664719","rat","LD50","oral","700 mg/kg","NULL","Farm Chemicals Handbook., -(C211), 1991","Monosodium methanearsonate",NA
"23664719","rabbit","LD50","oral","102 mg/kg","BEHAVIORAL: MUSCLE WEAKNESS; GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA; KIDNEY, URETER, AND BLADDER: URINE VOLUME DECREASED","Bulletin of Environmental Contamination and Toxicology., 40(119), 1988 [PMID:3345356]","Monosodium methanearsonate",NA
"23664719","rabbit","LD50","skin","2500 mg/kg","NULL","Farm Chemicals Handbook., -(C211), 1991","Monosodium methanearsonate",NA
"23664719","cattle","LD50","oral","230 mg/kg","NULL","Bulletin of Environmental Contamination and Toxicology., 40(119), 1988 [PMID:3345356]","Monosodium methanearsonate",NA
"23664719","mammal (species unspecified)","LD50","unreported","50 mg/kg","NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(260), 1971","Monosodium methanearsonate",NA
"23664719","mouse","LD50","oral","300 mg/kg","NULL","Bulletin of Environmental Contamination and Toxicology., 22(143), 1979 [PMID:465771]","Monosodium methanearsonate",NA
"23665571","rat","LC50","inhalation","5610 mg/kg","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 24(424), 1999","Potassium oleate",NA
"23978","rabbit","LDLo","subcutaneous","375 mg/kg","LIVER: HEPATITIS (HEPATOCELLULAR NECROSIS), ZONAL; LIVER: OTHER CHANGES; KIDNEY, URETER, AND BLADDER: OTHER CHANGES","American Journal of Pathology., 1(117), 1925","Copper",NA
"23994","duck","LDLo","oral","388 mg/kg","AUTONOMIC NERVOUS SYSTEM: OTHER (DIRECT) PARASYMPATHOMIMETIC; BEHAVIORAL: ATAXIA; BLOOD: CHANGES IN LEUCOCYTE (WBC) COUNT","Journal of Wildlife Diseases., 36(111), 2000 [PMID:10682752]","Zinc",NA
"24462","man","LDLo","oral","857 mg/kg","GASTROINTESTINAL: NAUSEA OR VOMITING","Archiv fuer Toxikologie., 17(20), 1958","Cupric Sulfate",NA
"24462","child","TDLo","oral","150 mg/kg","KIDNEY, URETER, AND BLADDER: CHANGES IN TUBULES (INCLUDING ACUTE RENAL FAILURE, ACUTE TUBULAR NECROSIS); BLOOD: OTHER HEMOLYSIS WITH OR WITHOUT ANEMIA","American Journal of Diseases of Children., 131(149), 1977 [PMID:835530]","Cupric Sulfate",NA
"24462","human","LDLo","oral","50 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); KIDNEY, URETER, AND BLADDER: CHANGES IN TUBULES (INCLUDING ACUTE RENAL FAILURE, ACUTE TUBULAR NECROSIS); BLOOD: HEMORRHAGE","JAMA, Journal of the American Medical Association., 235(801), 1976","Cupric Sulfate",NA
"24462","rat","LD50","oral","300 mg/kg","NULL","Antifungal Compounds, Siegel, M.R., and H.D. Sisler, eds., 2 vols., New York, Marcel Dekker 1977, 1(507), 1977","Cupric Sulfate",NA
"24462","rat","LD50","intraperitoneal","20 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD","Indian Journal of Pharmacology., 23(153), 1991","Cupric Sulfate",NA
"24462","rat","LD50","subcutaneous","43 mg/kg","NULL","Proceedings of the European Society of Toxicology., 16(252), 1975","Cupric Sulfate",NA
"24462","rat","LD50","unreported","520 mg/kg","NULL","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 26(6)(21), 1982","Cupric Sulfate",NA
"24462","mouse","LD50","oral","369 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD","Indian Journal of Pharmacology., 23(153), 1991","Cupric Sulfate",NA
"24462","rabbit","LD50","intravenous","10 mg/kg","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: FOOD INTAKE (ANIMAL); GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA","Journal of Industrial Hygiene and Toxicology., 31(301), 1949","Cupric Sulfate",NA
"24462","guinea pig","LDLo","intravenous","2 mg/kg","NULL","Environmental Quality and Safety, Supplement., 1(1), 1975 [PMID:1057514]","Cupric Sulfate",NA
"24462","frog","LDLo","intravenous","25 mg/kg","NULL","Handbook of Toxicology, 4 vols., Philadelphia, W.B. Saunders Co., 1956-59, 1(76), 1955","Cupric Sulfate",NA
