"cid","organism","testtype","route","dose_mg_per_kg","effect","reference","cmpdname"
"1489","mouse","LDLo","oral",750,"NULL","Gigiena i Sanitariya.  For English translation, see HYSAAV., 29(1)(12), 1964","4-(2,4-Dichlorophenoxy)butanoic acid"
"1489","rabbit","LD50","skin",10,"NULL","Farm Chemicals Handbook., -(C95), 1991","4-(2,4-Dichlorophenoxy)butanoic acid"
"15331","rat","LD50","oral",8400,"NULL","Farm Chemicals Handbook., -(C94), 1991","Daminozide"
"15331","rat","LC50","inhalation",147,"NULL","Pesticide Manual., 9(224), 1991","Daminozide"
"15331","mouse","LD50","oral",6300,"NULL","Materialy Nauchnoi Konferentsii Kaunasskogo Meditsinskogo Inst., 22nd, 1972, Materials of the Scientific Conference of Kaunas Medical Institute, Vaichyuvenas, V.A., ed., Kaunas, USSR, Kaunasskii Meditsinskii Institut, 1973, 22(126), 1973","Daminozide"
"15331","mouse","LD50","intraperitoneal",1325,"NULL","Materialy Nauchnoi Konferentsii Kaunasskogo Meditsinskogo Inst., 22nd, 1972, Materials of the Scientific Conference of Kaunas Medical Institute, Vaichyuvenas, V.A., ed., Kaunas, USSR, Kaunasskii Meditsinskii Institut, 1973, 22(126), 1973","Daminozide"
"15331","rabbit","LD50","skin",5,"NULL","Pesticide Manual., 9(224), 1991","Daminozide"
"15331","mammal (species unspecified)","LD50","unreported",8400,"NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(127), 1971","Daminozide"
"153909","rat","LD50","oral",5,"NULL","Farm Chemicals Handbook., -(C132), 1991","Tribenuron-methyl"
"153909","rabbit","LD50","skin",2,"NULL","Farm Chemicals Handbook., -(C132), 1991","Tribenuron-methyl"
"153909","quail","LD50","oral",2250,"NULL","Pesticide Manual., 9(840), 1991","Tribenuron-methyl"
"15531","rat","LD50","skin",2,"NULL","Pesticide Manual., 9(100), 1991","Bromoxynil"
"15531","mouse","LD50","oral",110,"NULL","Guide to the Chemicals Used in Crop Protection., 6(55), 1973","Bromoxynil"
"15531","mouse","LD50","intravenous",56,"NULL","U.S. Army Armament Research & Development Command, Chemical Systems Laboratory, NIOSH Exchange Chemicals., NX#02212","Bromoxynil"
"15531","dog","LD50","oral",100,"NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A045(1983)","Bromoxynil"
"15531","rabbit","LD50","oral",260,"NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Bromoxynil"
"15531","rabbit","LD50","skin",3660,"NULL","Pesticide Manual., 9(100), 1991","Bromoxynil"
"15531","guinea pig","LD50","oral",63,"NULL","Guide to the Chemicals Used in Crop Protection., 6(55), 1973","Bromoxynil"
"15531","chicken","LD50","oral",240,"NULL","Pesticide Manual., 9(100), 1991","Bromoxynil"
"15531","duck","LD50","oral",200,"NULL","Down to Earth., 35(25), 1979","Bromoxynil"
"15531","mammal (species unspecified)","LD50","unreported",190,"NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(150), 1971","Bromoxynil"
"15531","bird - wild","LD50","oral",50,"NULL","Pesticide Manual., 9(100), 1991","Bromoxynil"
"15531","rat","LD50","oral",190,"NULL","World Review of Pest Control., 9(119), 1970","Bromoxynil"
"15553","rat","LD50","oral",4300,"NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A433(1985)","Clopyralid"
"15553","rat","LD50","intraperitoneal",900,"NULL","Defense des Vegetaux., 31(387), 1977","Clopyralid"
"15553","mouse","LD50","oral",5,"NULL","Defense des Vegetaux., 31(387), 1977","Clopyralid"
"15553","rabbit","LD50","skin",2,"NULL","Defense des Vegetaux., 31(387), 1977","Clopyralid"
"15553","duck","LD50","oral",1465,"NULL","Pesticide Manual., 9(182), 1991","Clopyralid"
"15910","rat","LD50","oral",10,"NULL","Agricultural Chemicals, Thomson, W.T., 4 vols., Fresno, CA, Thomson Publications, 1976/77 revision, 4(75), 1976/1977","Chlorothalonil"
"15910","rat","LC50","inhalation",310,"NULL","Farm Chemicals Handbook., -(C72), 1991","Chlorothalonil"
"15910","rat","LD50","skin",2500,"NULL","Fundamental and Applied Toxicology., 7(299), 1986","Chlorothalonil"
"15910","mouse","LD50","oral",3700,"NULL","Hokkaidoritsu Eisei Kenkyushoho.  Report of the Hokkaido Institute of Public Health., 30(53), 1980","Chlorothalonil"
"15910","mouse","LD50","intraperitoneal",2500,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY)","Industrial Health., 4(11), 1966","Chlorothalonil"
"15910","dog","LD50","oral",5,"NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A090(1984)","Chlorothalonil"
"15910","rabbit","LD50","skin",10,"NULL","Pesticide Manual., 9(159), 1991","Chlorothalonil"
"15939","man","LDLo","oral",171,"LUNGS, THORAX, OR RESPIRATION: FIBROSIS, FOCAL (PNEUMOCONIOSIS); GASTROINTESTINAL: CHANGE IN STRUCTURE OR FUNCTION OF ESOPHAGUS; GASTROINTESTINAL: ULCERATION OR BLEEDING FROM STOMACH","Journal of Toxicology, Clinical Toxicology., 26(35), 1988 [PMID:3385847]","Paraquat"
"15939","man","LDLo","oral",1690,"LUNGS, THORAX, OR RESPIRATION: RESPIRATORY DEPRESSION; GASTROINTESTINAL: ULCERATION OR BLEEDING FROM STOMACH; KIDNEY, URETER, AND BLADDER: RENAL FUNCTION TESTS DEPRESSED","Journal of Toxicology, Clinical Toxicology., 26(35), 1988 [PMID:3385847]","Paraquat"
"15939","rat","LD50","oral",100,"NULL","Iyakuhin Kenkyu.  Study of Medical Supplies., 10(520), 1979","Paraquat"
"15939","rat","LD50","intraperitoneal",14800,"LUNGS, THORAX, OR RESPIRATION: ACUTE PULMONARY EDEMA; GASTROINTESTINAL: OTHER CHANGES; LIVER: OTHER CHANGES","Veterinary and Human Toxicology., 22(395), 1980 [PMID:7210466]","Paraquat"
"15939","rat","LD50","unreported",250,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: CHANGES IN MOTOR ACTIVITY (SPECIFIC ASSAY)","Gigiena Naselennykh Mest.  Hygiene in Populated Places., 17(37), 1978","Paraquat"
"15939","mouse","LD50","oral",120,"NULL","General Pharmacology., 14(541), 1983 [PMID:6642196]","Paraquat"
"15939","mouse","LD50","unreported",198,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: CHANGES IN MOTOR ACTIVITY (SPECIFIC ASSAY)","Gigiena Naselennykh Mest.  Hygiene in Populated Places., 17(37), 1978","Paraquat"
"15939","dog","LD50","oral",25,"NULL","Iyakuhin Kenkyu.  Study of Medical Supplies., 10(520), 1979","Paraquat"
"15939","cat","LD50","oral",35,"NULL","Iyakuhin Kenkyu.  Study of Medical Supplies., 10(520), 1979","Paraquat"
"15939","rabbit","LD50","skin",236,"NULL","Pesticide Manual., 9(646), 1991","Paraquat"
"15939","guinea pig","LD50","oral",30,"NULL","Iyakuhin Kenkyu.  Study of Medical Supplies., 10(520), 1979","Paraquat"
"15939","chicken","LD50","oral",262,"NULL","Pesticide Manual., 9(646), 1991","Paraquat"
"15939","mammal (species unspecified)","LD50","oral",70,"NULL","Pesticide Manual., 9(646), 1991","Paraquat"
"15939","man","LDLo","oral",343,"GASTROINTESTINAL: CHANGE IN STRUCTURE OR FUNCTION OF ESOPHAGUS; GASTROINTESTINAL: ULCERATION OR BLEEDING FROM STOMACH; KIDNEY, URETER, AND BLADDER: RENAL FUNCTION TESTS DEPRESSED","Journal of Toxicology, Clinical Toxicology., 26(35), 1988 [PMID:3385847]","Paraquat"
"15939","man","LDLo","oral",200,"LUNGS, THORAX, OR RESPIRATION: RESPIRATORY DEPRESSION; KIDNEY, URETER, AND BLADDER: RENAL FUNCTION TESTS DEPRESSED","Medical Journal of Australia., 158(28), 1993 [PMID:8417286]","Paraquat"
"15965","rat","LD50","oral",8200,"NULL","Down to Earth., 35(25), 1979","Picloram"
"15965","rabbit","LD50","oral",2,"NULL","Guide to the Chemicals Used in Crop Protection., 6(414), 1973","Picloram"
"15965","rabbit","LD50","skin",4,"NULL","World Review of Pest Control., 9(119), 1970","Picloram"
"15965","duck","LD50","oral",2,"NULL","Down to Earth., 35(25), 1979","Picloram"
"16248","rat","LD50","oral",20,"NULL","Farm Chemicals Handbook., -(C199), 1991","Methiocarb"
"16248","rat","LD50","skin",350,"NULL","Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(105), 1966","Methiocarb"
"16248","rat","LD50","unreported",100,"NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(194), 1971","Methiocarb"
"16248","mouse","LD50","oral",25200,"BEHAVIORAL: TREMOR; BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","Toho Igakkai Zasshi.  Journal of Medical Society of Toho University., 17(60), 1970","Methiocarb"
"16248","mouse","LD50","intraperitoneal",16,"NULL","Toxicology and Applied Pharmacology., 6(402), 1964","Methiocarb"
"16248","mouse","LD50","subcutaneous",940,"NULL","Toho Igakkai Zasshi.  Journal of Medical Society of Toho University., 17(60), 1970","Methiocarb"
"16248","guinea pig","LD50","oral",40,"NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Methiocarb"
"16248","pigeon","LD50","oral",13,"NULL","Toxicology and Applied Pharmacology., 21(315), 1972 [PMID:5027965]","Methiocarb"
"16248","chicken","LD50","oral",179,"BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD","Toxicology and Applied Pharmacology., 7(606), 1965 [PMID:5839395]","Methiocarb"
"16248","quail","LD50","oral",8840,"NULL","ASTM Special Technical Publication., (680)(157), 1979","Methiocarb"
"16248","duck","LD50","oral",13,"NULL","Toxicology and Applied Pharmacology., 21(315), 1972 [PMID:5027965]","Methiocarb"
"16248","bird - wild","LD50","oral",2400,"NULL","Toxicology and Applied Pharmacology., 21(315), 1972 [PMID:5027965]","Methiocarb"
"16248","bird - wild","LD50","skin",100,"NULL","Toxicology and Applied Pharmacology., 26(154), 1973 [PMID:4748134]","Methiocarb"
"16562","rat","LD50","oral",1450,"NULL","Farmakologiya i Toksikologiya, 35(352), 1972 [PMID:5047307]","Fluometuron"
"16562","rat","LD50","skin",2,"NULL","Pesticide Manual., 9(410), 1991","Fluometuron"
"16562","rat","LD50","intraperitoneal",685,"NULL","Proceedings of the European Society of Toxicology., 17(351), 1976","Fluometuron"
"16562","mouse","LD50","oral",900,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: COMA; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","Ciba-Geigy Toxicology Data/Indexes., -(-), 1977","Fluometuron"
"16562","mouse","LD50","intraperitoneal",552,"NULL","Proceedings of the European Society of Toxicology., 17(351), 1976","Fluometuron"
"16562","mouse","LD50","unreported",850,"NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(233), 1971","Fluometuron"
"16562","dog","LD50","oral",10,"NULL","Ciba-Geigy Toxicology Data/Indexes., -(-), 1977","Fluometuron"
"16562","rabbit","LD50","oral",2500,"NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(116), 1982","Fluometuron"
"16562","rabbit","LD50","skin",10,"NULL","World Review of Pest Control., 9(119), 1970","Fluometuron"
"16562","guinea pig","LD50","oral",810,"NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(116), 1982","Fluometuron"
"16683004","rat","LD50","oral",2630,"NULL","Agricultural Chemicals, Thomson, W.T., 4 vols., Fresno, CA, Thomson Publications, 1976/77 revision, 1(17), 1977","Fenbutatin oxide"
"16683004","rat","LD50","skin",1,"NULL","Tin and Its Uses., 110(6), 1976","Fenbutatin oxide"
"16683004","mouse","LD50","oral",1450,"NULL","Pesticide Manual., 9(364), 1991","Fenbutatin oxide"
"16683004","dog","LD50","oral",1500,"NULL","Pesticide Manual., 9(364), 1991","Fenbutatin oxide"
"16683004","rabbit","LD50","skin",2,"NULL","Pesticide Manual., 9(364), 1991","Fenbutatin oxide"
"16683004","quail","LD50","oral",7,"NULL","Farm Chemicals Handbook., -(C135), 1991","Fenbutatin oxide"
"16686","rat","LD50","oral",1200,"NULL","Agricultural Research Service, USDA Information Memorandum., 20(13), 1966","Dienochlor"
"16686","rat","LCLo","inhalation",425,"LUNGS, THORAX, OR RESPIRATION: ACUTE PULMONARY EDEMA; SKIN AND APPENDAGES (SKIN): DERMATITIS, OTHER: AFTER SYSTEMIC EXPOSURE","National Technical Information Service., OTS0537028","Dienochlor"
"16686","rat","LD50","skin",5,"NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 15(511), 1990","Dienochlor"
"16686","rat","LD50","unreported",3100,"NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(55), 1971","Dienochlor"
"16686","mouse","LD50","oral",16900,"NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 15(511), 1990","Dienochlor"
"16686","mouse","LD50","skin",5,"NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 15(511), 1990","Dienochlor"
"16686","rabbit","LD50","skin",3160,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); LUNGS, THORAX, OR RESPIRATION: DYSPNEA","National Technical Information Service., OTS0535774","Dienochlor"
"16686","quail","LD50","oral",705,"NULL","Pesticide Manual., 9(271), 1991","Dienochlor"
"17110","rat","LD50","oral",660,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA; GASTROINTESTINAL: OTHER CHANGES","Toxicology and Applied Pharmacology., 3(127), 1961 [PMID:13761521]","Dodine"
"17110","rat","LD50","skin",6,"NULL","Farm Chemicals Handbook., -(C116), 1991","Dodine"
"17110","rat","LD50","unreported",1,"NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(239), 1971","Dodine"
"17110","mouse","LC50","inhalation",129,"NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(64), 1982","Dodine"
"17110","rabbit","LD50","oral",535,"NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(64), 1982","Dodine"
"17110","rabbit","LD50","skin",2100,"GASTROINTESTINAL: ULCERATION OR BLEEDING FROM STOMACH; BLOOD: HEMORRHAGE; SKIN AND APPENDAGES (SKIN): DERMATITIS, OTHER: AFTER SYSTEMIC EXPOSURE","Toxicology and Applied Pharmacology., 3(127), 1961 [PMID:13761521]","Dodine"
"17110","guinea pig","LD50","oral",176,"NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(64), 1982","Dodine"
"17110","guinea pig","LDLo","skin",2,"NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(64), 1982","Dodine"
"17110","quail","LD50","oral",788,"NULL","Pesticide Manual., 9(326), 1991","Dodine"
"17110","duck","LD50","oral",1142,"NULL","Pesticide Manual., 9(326), 1991","Dodine"
"17110","mouse","LD50","oral",266,"NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(64), 1982","Dodine"
"17432","rat","LD50","oral",1077,"NULL","Pesticide Index, Frear, E.H., ed., State College, PA, College Science Pub., 1969, 5(110), 1976","Etridiazole"
"17432","mouse","LD50","oral",2,"NULL","Guide to the Chemicals Used in Crop Protection., 6(486), 1973","Etridiazole"
"17432","dog","LD50","oral",5000,"NULL","Toxicology and Applied Pharmacology., 19(400), 1971","Etridiazole"
"17432","rabbit","LD50","oral",779,"NULL","Toxicology and Applied Pharmacology., 56(164), 1980 [PMID:7466816]","Etridiazole"
"17432","rabbit","LD50","skin",1700,"NULL","Farm Chemicals Handbook., -(C131), 1991","Etridiazole"
"19649","human","TDLo","oral",400,"SENSE ORGANS AND SPECIAL SENSES: CHANGES IN VESTIBULAR FUNCTIONS: EAR","Revue Medicale de la Suisse Romande., 73(854), 1953 [PMID:13135116]","Streptomycin"
"19649","human","TDLo","intraperitoneal",143,"VASCULAR: BP LOWERING NOT CHARACTERIZED IN AUTONOMIC SECTION; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY DEPRESSION; LUNGS, THORAX, OR RESPIRATION: OTHER CHANGES","British Medical Journal., 1(556), 1961","Streptomycin"
"19649","human","TDLo","parenteral",28,"BLOOD: EOSINOPHILIA","Revue Medicale de la Suisse Romande., 73(820), 1953 [PMID:13135114]","Streptomycin"
"19649","rat","LD50","oral",9,"NULL","Agricultural Chemicals, Thomson, W.T., 4 vols., Fresno, CA, Thomson Publications, 1976/77 revision, 4(35), 1976/1977","Streptomycin"
"19649","rat","LDLo","subcutaneous",600,"NULL","Antibiotics: Origin, Nature, and Properties, Korzyoski, T., et al., eds., Washington, DC, American Soc. for Microbiology, 1978, 1(570), 1978","Streptomycin"
"19649","rat","LDLo","intravenous",175,"NULL","Antibiotics: Origin, Nature, and Properties, Korzyoski, T., et al., eds., Washington, DC, American Soc. for Microbiology, 1978, 1(570), 1978","Streptomycin"
"19649","mouse","LD50","oral",500,"NULL","Yakkyoku.  Pharmacy., 38(1493), 1987","Streptomycin"
"19649","mouse","LD50","subcutaneous",520,"NULL","British Journal of Pharmacology and Chemotherapy., 15(496), 1960 [PMID:13681273]","Streptomycin"
"19649","mouse","LD50","intravenous",90200,"NULL","Antibiotiki., 18(249), 1973 [PMID:4764220]","Streptomycin"
"19649","mouse","LD50","unreported",90,"NULL","Arzneimittel-Forschung. Drug Research., 5(213), 1955 [PMID:14389152]","Streptomycin"
"19649","dog","LDLo","subcutaneous",300,"NULL","Antibiotics: Origin, Nature, and Properties, Korzyoski, T., et al., eds., Washington, DC, American Soc. for Microbiology, 1978, 1(570), 1978","Streptomycin"
"19649","monkey","LDLo","subcutaneous",400,"NULL","Antibiotics: Origin, Nature, and Properties, Korzyoski, T., et al., eds., Washington, DC, American Soc. for Microbiology, 1978, 1(570), 1978","Streptomycin"
"19649","cat","LDLo","oral",2,"NULL","Antibiotics: Origin, Nature, and Properties, Korzyoski, T., et al., eds., Washington, DC, American Soc. for Microbiology, 1978, 1(570), 1978","Streptomycin"
"19649","cat","LDLo","subcutaneous",600,"NULL","Antibiotics: Origin, Nature, and Properties, Korzyoski, T., et al., eds., Washington, DC, American Soc. for Microbiology, 1978, 1(570), 1978","Streptomycin"
"19649","cat","LDLo","intravenous",150,"NULL","Antibiotics: Origin, Nature, and Properties, Korzyoski, T., et al., eds., Washington, DC, American Soc. for Microbiology, 1978, 1(570), 1978","Streptomycin"
"19649","rabbit","LDLo","subcutaneous",600,"NULL","Antibiotics: Origin, Nature, and Properties, Korzyoski, T., et al., eds., Washington, DC, American Soc. for Microbiology, 1978, 1(570), 1978","Streptomycin"
"19649","rabbit","LDLo","intravenous",175,"NULL","Naturwissenschaften., 43(183), 1956","Streptomycin"
"19649","guinea pig","LDLo","subcutaneous",600,"NULL","Antibiotics: Origin, Nature, and Properties, Korzyoski, T., et al., eds., Washington, DC, American Soc. for Microbiology, 1978, 1(570), 1978","Streptomycin"
"19649","mouse","LD50","intraperitoneal",525,"NULL","Strahlentherapie., 127(245), 1965 [PMID:5834417]","Streptomycin"
"1982","rat","LD50","oral",700,"NULL","United States Patent Document., #3716600","Acephate"
"1982","rat","LD50","skin",2500,"NULL","Fundamental and Applied Toxicology., 7(299), 1986","Acephate"
"1982","mouse","LD50","oral",233,"NULL","Zhonghua Yufangyixue Zazhi.  Chinese Journal of Preventive Medicine., 14(226), 1980 [PMID:7238189]","Acephate"
"1982","mouse","LCLo","inhalation",2200,"NULL","Toxicology and Applied Pharmacology., 45(232), 1978","Acephate"
"1982","dog","LDLo","oral",681,"NULL","Guide to the Chemicals Used in Crop Protection., 6(1), 1973","Acephate"
"1982","rabbit","LD50","skin",2,"NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Acephate"
"1982","chicken","LD50","oral",800,"NULL","Neurotoxicology., 11(483), 1990 [PMID:2284053]","Acephate"
"1982","chicken","LD50","unreported",568,"NULL","Defense des Vegetaux., 28(231), 1974","Acephate"
